id,title,description,risk
rbac_minimize_node_proxy_subresource_access,Minimize access to the proxy sub-resource of nodes,"This check ensures that access to the proxy sub-resource of node objects is restricted. Access to this sub-resource can grant privileges to use the Kubelet API directly, bypassing Kubernetes API controls like audit logging and admission control, potentially leading to privilege escalation.","Unauthorized access to the proxy sub-resource of node objects can lead to significant security vulnerabilities, including privilege escalation."
rbac_minimize_pod_creation_access,Minimize access to create pods,This check ensures that the ability to create pods in a Kubernetes cluster is restricted to a minimal group of users. Limiting pod creation access mitigates the risk of privilege escalation and exposure of sensitive data.,Unrestricted access to create pods can lead to potential security risks and privilege escalation within the cluster.
rbac_minimize_pv_creation_access,Minimize access to create persistent volumes,This check ensures that the ability to create persistent volumes in Kubernetes is restricted to authorized users only. Limiting this capability helps prevent privilege escalation scenarios through the creation of hostPath volumes.,"Excessive permissions to create persistent volumes can lead to unauthorized access to sensitive host files, overriding the restrictions imposed by Pod Security Admission policies."
rbac_minimize_secret_access,Minimize access to secrets,This check ensures that access to secrets in the Kubernetes API is restricted to the smallest possible group of users. Minimizing access to secrets helps in reducing the risk of privilege escalation and potential unauthorized access to sensitive data.,Inappropriate access to secrets can lead to escalation of privileges and unauthorized access to cluster resources or external resources managed through the secrets.
rbac_minimize_service_account_token_creation,Minimize access to the service account token creation,This check ensures that access to create new service account tokens is restricted within the Kubernetes cluster. Unrestricted token creation can lead to privilege escalation and persistent unauthorized access to the cluster.,Granting excessive permissions for service account token creation can lead to abuse and compromise of cluster security.
rbac_minimize_webhook_config_access,Minimize access to webhook configuration objects,This check ensures that access to webhook configuration objects (validatingwebhookconfigurations and mutatingwebhookconfigurations) is restricted. Unauthorized access or modification of these objects can lead to privilege escalation or disruption of cluster operations.,"Inadequately restricted access to webhook configurations can result in unauthorized control over webhooks, potentially allowing privilege escalation or interference with cluster functionality."
rbac_minimize_wildcard_use_roles,Minimize wildcard use in Roles and ClusterRoles,"This check ensures that Roles and ClusterRoles in Kubernetes minimize the use of wildcards. Restricting wildcards enhances security by enforcing the principle of least privilege, ensuring users have only the access required for their role.","Use of wildcards can lead to excessive rights being granted, potentially allowing users to access or modify resources beyond their scope of responsibility."
rds_cluster_backtrack_enabled,Check if RDS Aurora MySQL Clusters have backtrack enabled.,"Ensure that the Backtrack feature is enabled for your Amazon Aurora (with MySQL compatibility) database clusters in order to backtrack your clusters to a specific time, without using backups. Backtrack is an Amazon RDS feature that allows you to specify the amount of time that an Aurora MySQL database cluster needs to retain change records, in order to have a fast way to recover from user errors, such as dropping the wrong table or deleting the wrong row by moving your MySQL database to a prior point in time without the need to restore from a recent backup.","Once the Backtrack feature is enabled, Amazon RDS can quickly 'rewind' your Aurora MySQL database cluster to a point in time that you specify. In contrast to the backup and restore method, with Backtrack you can easily undo a destructive action, such as a DELETE query without a WHERE clause, with minimal downtime, you can rewind your Aurora cluster in just few minutes, and you can repeatedly backtrack a database cluster back and forth in time to help determine when a particular data change occurred."
rds_cluster_copy_tags_to_snapshots,Check if RDS DB clusters have copy tags to snapshots enabled,"Check if RDS DB clusters have copy tags to snapshots enabled, Aurora instances do not support this feature at instance level so those who are clustered will be scan by this check.","If RDS clusters are not configured to copy tags to snapshots, it could lead to compliance issues as the snapshots will not inherit necessary metadata such as environment, owner, or purpose tags. This could result in inefficient tracking and management of RDS resources and their snapshots."
rds_cluster_critical_event_subscription,Check if RDS Cluster critical events are subscribed.,"Ensure that Amazon RDS event notification subscriptions are enabled for database cluster events, particularly maintenance and failure.","Without event subscriptions for critical events, such as maintenance and failures, you may not be aware of issues affecting your RDS clusters, leading to downtime or security vulnerabilities."
rds_cluster_default_admin,Ensure that your Amazon RDS clusters are not using the default master username.,Ensure that your Amazon RDS clusters are not using the default master username.,Since admin is the Amazon's example for the RDS database master username and postgres is the default PostgreSQL master username. Many AWS customers will use this username for their RDS database instances in production. Malicious users can use this information to their advantage and frequently try to use default master username during brute-force attacks.
rds_cluster_deletion_protection,Check if RDS clusters have deletion protection enabled.,Check if RDS clusters have deletion protection enabled.,You can only delete clusters that do not have deletion protection enabled.
rds_cluster_iam_authentication_enabled,Check if RDS clusters have IAM authentication enabled.,Check if RDS clusters have IAM authentication enabled.,"Ensure that the IAM Database Authentication feature is enabled for your RDS database clusters in order to use the Identity and Access Management (IAM) service to manage database access to your MySQL and PostgreSQL database clusters. With this feature enabled, you don't have to use a password when you connect to your MySQL/PostgreSQL database, instead you can use an authentication token. An authentication token is a unique string of characters with a lifetime of 15 minutes that Amazon RDS generates on your request. IAM Database Authentication removes the need of storing user credentials within the database configuration, because authentication is managed externally using Amazon IAM."
rds_cluster_integration_cloudwatch_logs,Check if RDS cluster is integrated with CloudWatch Logs.,"Check if RDS cluster is integrated with CloudWatch Logs. The types valid are Aurora MySQL, Aurora PostgreSQL, MySQL, PostgreSQL.","If logs are not enabled, monitoring of service use and threat analysis is not possible."
rds_cluster_minor_version_upgrade_enabled,Ensure RDS clusters have minor version upgrade enabled.,Ensure RDS clusters have minor version upgrade enabled.,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs and therefore should be applied.
rds_cluster_multi_az,Check if RDS clusters have multi-AZ enabled.,Check if RDS clusters have multi-AZ enabled.,"In case of failure, with a single-AZ deployment configuration, should an availability zone specific database failure occur, Amazon RDS can not automatically fail over to the standby availability zone."
rds_cluster_non_default_port,Check if RDS clusters are using non-default ports.,Checks if an cluster uses a port other than the default port of the database engine. The control fails if the RDS cluster uses the default port.,"Using a default database port exposes the cluster to potential security vulnerabilities, as attackers are more likely to target known, commonly-used ports. This may result in unauthorized access to the database or increased susceptibility to automated attacks."
rds_cluster_protected_by_backup_plan,Check if RDS clusters are protected by a backup plan.,Check if RDS clusters are protected by a backup plan.,"Without a backup plan, RDS clusters are vulnerable to data loss, accidental deletion, or corruption. This could lead to significant operational disruptions or loss of critical data."
rds_cluster_storage_encrypted,Check if RDS clusters storage is encrypted.,Check if RDS clusters storage is encrypted.,If not enabled sensitive information at rest is not protected.
rds_instance_backup_enabled,Check if RDS instances have backup enabled.,Check if RDS instances have backup enabled.,"If backup is not enabled, data is vulnerable. Human error or bad actors could erase or modify data."
rds_instance_certificate_expiration,Ensure that the SSL/TLS certificates configured for your Amazon RDS are not expired.,"To maintain Amazon RDS database security and avoid interruption of the applications that are using RDS and/or Aurora databases, rotate the required SSL/TLS certificates and update the deprecated Certificate Authority (CA) certificates at the Amazon RDS instance level.",Interruption of application if the certificate expires.
rds_instance_copy_tags_to_snapshots,Check if RDS DB instances have copy tags to snapshots enabled,"Check if RDS DB instances have copy tags to snapshots enabled, Aurora instances can not have this feature enabled at this level, they will have it at cluster level","If RDS instances are not configured to copy tags to snapshots, it could lead to compliance issues as the snapshots will not inherit necessary metadata such as environment, owner, or purpose tags. This could result in inefficient tracking and management of RDS resources and their snapshots."
rds_instance_critical_event_subscription,Check if RDS Instances events are subscribed.,"Ensure that Amazon RDS event notification subscriptions are enabled for database database events, particularly maintenance, configuration change and failure.","Without event subscriptions for critical events, such as maintenance, configuration changes and failures, you may not be aware of issues affecting your RDS instances, leading to downtime or security vulnerabilities."
rds_instance_default_admin,Ensure that your Amazon RDS instances are not using the default master username.,Ensure that your Amazon RDS instances are not using the default master username.,Since admin is the Amazon's example for the RDS database master username and postgres is the default PostgreSQL master username. Many AWS customers will use this username for their RDS database instances in production. Malicious users can use this information to their advantage and frequently try to use default master username during brute-force attacks.
rds_instance_deletion_protection,Check if RDS instances have deletion protection enabled.,Check if RDS instances have deletion protection enabled.,You can only delete instances that do not have deletion protection enabled.
rds_instance_deprecated_engine_version,Check if RDS instance is using a supported engine version,"Check if RDS is using a supported engine version for MariaDB, MySQL and PostgreSQL",If not enabled RDS instances may be vulnerable to security issues
rds_instance_enhanced_monitoring_enabled,Check if RDS instances has enhanced monitoring enabled.,Check if RDS instances has enhanced monitoring enabled.,A smaller monitoring interval results in more frequent reporting of OS metrics.
rds_instance_event_subscription_parameter_groups,Check if RDS Parameter Group events are subscribed.,Ensure that Amazon RDS event notification subscriptions are enabled for database parameter groups events.,"Amazon RDS event subscriptions for database parameter groups are designed to provide incident notification of events that may affect the security, availability, and reliability of the RDS database instances associated with these parameter groups."
rds_instance_event_subscription_security_groups,Check if RDS Security Group events are subscribed.,Ensure that Amazon RDS event notification subscriptions are enabled for database security groups events.,"Amazon RDS event subscriptions for database security groups are designed to provide incident notification of events that may affect the security, availability, and reliability of the RDS database instances associated with these security groups."
rds_instance_iam_authentication_enabled,Check if RDS instances have IAM authentication enabled.,Check if RDS instances have IAM authentication enabled.,"Ensure that the IAM Database Authentication feature is enabled for your RDS database instances in order to use the Identity and Access Management (IAM) service to manage database access to your MySQL and PostgreSQL database instances. With this feature enabled, you don't have to use a password when you connect to your MySQL/PostgreSQL database, instead you can use an authentication token. An authentication token is a unique string of characters with a lifetime of 15 minutes that Amazon RDS generates on your request. IAM Database Authentication removes the need of storing user credentials within the database configuration, because authentication is managed externally using Amazon IAM."
rds_instance_inside_vpc,Check if RDS instances are deployed within a VPC.,Check if RDS instances are deployed within a VPC.,"If your RDS instances are not deployed within a VPC, they are not isolated from the public internet and are exposed to potential security threats. Deploying RDS instances within a VPC allows you to control inbound and outbound traffic to and from the instances, and provides an additional layer of security to your database instances."
rds_instance_integration_cloudwatch_logs,Check if RDS instances is integrated with CloudWatch Logs.,Check if RDS instances is integrated with CloudWatch Logs.,"If logs are not enabled, monitoring of service use and threat analysis is not possible."
rds_instance_minor_version_upgrade_enabled,Ensure RDS instances have minor version upgrade enabled.,Ensure RDS instances have minor version upgrade enabled.,Auto Minor Version Upgrade is a feature that you can enable to have your database automatically upgraded when a new minor database engine version is available. Minor version upgrades often patch security vulnerabilities and fix bugs and therefore should be applied.
rds_instance_multi_az,Check if RDS instances have multi-AZ enabled.,Check if RDS instances have multi-AZ enabled.,"In case of failure, with a single-AZ deployment configuration, should an availability zone specific database failure occur, Amazon RDS can not automatically fail over to the standby availability zone."
rds_instance_no_public_access,Ensure there are no Public Accessible RDS instances.,Ensure there are no Public Accessible RDS instances.,Publicly accessible databases could expose sensitive data to bad actors.
rds_instance_non_default_port,Check if RDS instances are using non-default ports.,Checks if an instance uses a port other than the default port of the database engine. The control fails if the RDS instance uses the default port.,"Using a default database port exposes the instance to potential security vulnerabilities, as attackers are more likely to target known, commonly-used ports. This may result in unauthorized access to the database or increased susceptibility to automated attacks."
rds_instance_protected_by_backup_plan,Check if RDS instances are protected by a backup plan.,Check if RDS instances are protected by a backup plan.,"Without a backup plan, RDS instances are vulnerable to data loss, accidental deletion, or corruption. This could lead to significant operational disruptions or loss of critical data."
rds_instance_storage_encrypted,Check if RDS instances storage is encrypted.,Check if RDS instances storage is encrypted.,If not enabled sensitive information at rest is not protected.
rds_instance_transport_encrypted,"Check if RDS instances enforce SSL/TLS encryption for client connections (Microsoft SQL Server, PostgreSQL, MySQL, MariaDB, Aurora PostgreSQL, and Aurora MySQL).","For SQL Server, PostgreSQL, and Aurora PostgreSQL databases, if the `rds.force_ssl` parameter value is set to 0, SSL/TLS connections are not enforced. For MySQL, Aurora MySQL, and MariaDB databases, if the `require_secure_transport` parameter value is set to OFF, SSL/TLS connections are not enforced. Enforcing SSL/TLS ensures that all client connections to RDS instances are encrypted, protecting sensitive information in transit.","If not enabled, sensitive information in transit is not protected."
rds_snapshots_encrypted,Check if RDS Snapshots and Cluster Snapshots are encrypted.,Check if RDS Snapshots and Cluster Snapshots are encrypted.,Ensure that your manual Amazon RDS database snapshots are encrypted in order to achieve compliance for data-at-rest encryption within your organization.
rds_snapshots_public_access,Check if RDS Snapshots and Cluster Snapshots are public.,Check if RDS Snapshots and Cluster Snapshots are public.,"Publicly accessible services could expose sensitive data to bad actors. t is recommended that your RDS snapshots should not be public in order to prevent potential leak or misuse of sensitive data or any other kind of security threat. If your RDS snapshot is public, then the data which is backed up in that snapshot is accessible to all other AWS accounts."
redshift_cluster_audit_logging,Check if Redshift cluster has audit logging enabled,Check if Redshift cluster has audit logging enabled,"If logs are not enabled, monitoring of service use and threat analysis is not possible."
redshift_cluster_automated_snapshot,Check if Redshift Clusters have automated snapshots enabled,Check if Redshift Clusters have automated snapshots enabled,"If backup is not enabled, data is vulnerable. Human error or bad actors could erase or modify data."
redshift_cluster_automatic_upgrades,Check for Redshift Automatic Version Upgrade,Check for Redshift Automatic Version Upgrade,"Without automatic version upgrade enabled, a critical Redshift Cluster version can become severly out of date"
redshift_cluster_encrypted_at_rest,Check if Redshift clusters are encrypted at rest.,This control checks whether Amazon Redshift clusters are encrypted at rest. The control fails if a Redshift cluster isn't encrypted at rest.,"Without encryption at rest, sensitive data stored in Redshift clusters is vulnerable to unauthorized access, which could lead to data breaches and regulatory non-compliance."
redshift_cluster_enhanced_vpc_routing,Check if Redshift clusters are using enhanced VPC routing.,"This control checks whether an Amazon Redshift cluster has EnhancedVpcRouting enabled. Enhanced VPC routing forces all COPY and UNLOAD traffic between the cluster and data repositories to go through your VPC, allowing you to use VPC security features such as security groups and network access control lists.","Without enhanced VPC routing, network traffic between the Redshift cluster and data repositories might bypass VPC-level security controls, increasing the risk of unauthorized access or data exfiltration."
redshift_cluster_in_transit_encryption_enabled,Check if connections to Amazon Redshift clusters are encrypted in transit.,This control checks whether connections to Amazon Redshift clusters are required to use encryption in transit. The control fails if the Redshift cluster parameter 'require_SSL' isn't set to True.,"Without encryption in transit, connections to the Redshift cluster are vulnerable to eavesdropping or person-in-the-middle attacks, exposing sensitive data to unauthorized access."
redshift_cluster_multi_az_enabled,Check if Redshift clusters have Multi-AZ enabled.,This control checks whether Amazon Redshift clusters have Multi-AZ enabled.,"Amazon Redshift supports multiple Availability Zones (Multi-AZ) deployments for provisioned RA3 clusters. By using Multi-AZ deployments, your Amazon Redshift data warehouse can continue operating in failure scenarios when an unexpected event happens in an Availability Zone."
redshift_cluster_non_default_database_name,Check if Redshift clusters are using the default database name.,This control checks whether an Amazon Redshift cluster has changed the database name from its default value. The control fails if the database name is set to 'dev'.,"Using the default database name 'dev' increases the risk of unintended access, as it is publicly known and could be used in IAM policy conditions to inadvertently allow access."
redshift_cluster_non_default_username,Check if Amazon Redshift clusters are using the default Admin username.,This control checks whether an Amazon Redshift cluster has changed the admin username from its default value. The control fails if the admin username is set to 'awsuser'.,"Using the default admin username increases the risk of unauthorized access, as default credentials are publicly known and often targeted by attackers."
redshift_cluster_public_access,Check for Publicly Accessible Redshift Clusters,Check for Publicly Accessible Redshift Clusters,Publicly accessible services could expose sensitive data to bad actors.
resourceexplorer2_indexes_found,Resource Explorer Indexes Found,Resource Explorer Indexes Found,"Not having Resource Explorer indexes can result in increased complexity and overhead in managing your resources, as well as increased risk of security and compliance issues."
route53_dangling_ip_subdomain_takeover,Check if Route53 Records contains dangling IPs.,Check if Route53 Records contains dangling IPs.,"When an ephemeral AWS resource such as an Elastic IP (EIP) is released into the Amazon's Elastic IP pool, an attacker may acquire the EIP resource and effectively control the domain/subdomain associated with that EIP in your Route 53 DNS records."
route53_domains_privacy_protection_enabled,Enable Privacy Protection for for a Route53 Domain.,Enable Privacy Protection for for a Route53 Domain.,"Without privacy protection enabled, ones personal information is published to the public WHOIS database."
route53_domains_transferlock_enabled,Enable Transfer Lock for a Route53 Domain.,Enable Transfer Lock for a Route53 Domain.,"Without transfer lock enabled, a domain name could be incorrectly moved to a new registrar."
route53_public_hosted_zones_cloudwatch_logging_enabled,Check if Route53 public hosted zones are logging queries to CloudWatch Logs.,Check if Route53 public hosted zones are logging queries to CloudWatch Logs.,"If logs are not enabled, monitoring of service use and threat analysis is not possible."
s3_access_point_public_access_block,Block Public Access Settings enabled on Access Points.,Ensures that public access is blocked on S3 Access Points.,"Leaving S3 access points open to the public in AWS can lead to data exposure, breaches, compliance violations, unauthorized access, and data integrity issues."
s3_account_level_public_access_blocks,Check S3 Account Level Public Access Block.,Check S3 Account Level Public Access Block.,Public access policies may be applied to sensitive data buckets.
s3_bucket_acl_prohibited,Check if S3 buckets have ACLs enabled,Check if S3 buckets have ACLs enabled,S3 ACLs are a legacy access control mechanism that predates IAM. IAM and bucket policies are currently the preferred methods.
s3_bucket_cross_account_access,Ensure that general-purpose bucket policies restrict access to other AWS accounts.,"This check verifies that S3 bucket policies are configured in a way that limits access to the intended AWS accounts only, preventing unauthorized access by external or unintended accounts.","Allowing other AWS accounts to perform sensitive actions (e.g., modifying bucket policies, ACLs, or encryption settings) on your S3 buckets can lead to data exposure, unauthorized access, or misconfigurations, increasing the risk of insider threats or attacks."
s3_bucket_cross_region_replication,Check if S3 buckets use cross region replication.,"Verifying whether S3 buckets have cross-region replication enabled, ensuring data redundancy and availability across multiple AWS regions","Without cross-region replication in S3 buckets, data is at risk of being lost or inaccessible if an entire region goes down, leading to potential service disruptions and data unavailability."
s3_bucket_default_encryption,Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it.,Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it.,Amazon S3 default encryption provides a way to set the default encryption behavior for an S3 bucket. This will ensure data-at-rest is encrypted.
s3_bucket_enforces_ssl,,,
s3_bucket_event_notifications_enabled,Check if S3 buckets have event notifications enabled.,Ensure whether S3 buckets have event notifications enabled.,"Without event notifications, important actions on S3 buckets may go unnoticed, leading to missed opportunities for timely response to critical changes, such as object creation, deletion, or updates that could impact data security and availability."
s3_bucket_kms_encryption,Check if S3 buckets have KMS encryption enabled.,Check if S3 buckets have KMS encryption enabled.,Amazon S3 KMS encryption provides a way to set the encryption behavior for an S3 bucket using a managed key. This will ensure data-at-rest is encrypted.
s3_bucket_level_public_access_block,Check S3 Bucket Level Public Access Block.,Check S3 Bucket Level Public Access Block.,Public access policies may be applied to sensitive data buckets.
s3_bucket_lifecycle_enabled,Check if S3 buckets have a Lifecycle configuration enabled,Check if S3 buckets have Lifecycle configuration enabled.,"The risks of not having lifecycle management enabled for S3 buckets include higher storage costs, unmanaged data retention, and potential non-compliance with data policies."
s3_bucket_no_mfa_delete,Check if S3 bucket MFA Delete is not enabled.,Check if S3 bucket MFA Delete is not enabled.,Your security credentials are compromised or unauthorized access is granted.
s3_bucket_object_lock,Check if S3 buckets have object lock enabled,Check if S3 buckets have object lock enabled,Store objects using a write-once-read-many (WORM) model to help you prevent objects from being deleted or overwritten for a fixed amount of time or indefinitely. That helps to prevent ransomware attacks.
s3_bucket_object_versioning,Check if S3 buckets have object versioning enabled,Check if S3 buckets have object versioning enabled,"With versioning, you can easily recover from both unintended user actions and application failures."
s3_bucket_policy_public_write_access,Check if S3 buckets have policies which allow WRITE access.,Check if S3 buckets have policies which allow WRITE access.,Non intended users can put objects in a given bucket.
s3_bucket_public_access,Ensure there are no S3 buckets open to Everyone or Any AWS user.,Ensure there are no S3 buckets open to Everyone or Any AWS user.,Even if you enable all possible bucket ACL options available in the Amazon S3 console the ACL alone does not allow everyone to download objects from your bucket. Depending on which option you select any user could perform some actions.
s3_bucket_public_list_acl,Ensure there are no S3 buckets listable by Everyone or Any AWS customer.,Ensure there are no S3 buckets listable by Everyone or Any AWS customer.,Even if you enable all possible bucket ACL options available in the Amazon S3 console the ACL alone does not allow everyone to download objects from your bucket. Depending on which option you select any user could perform some actions.
s3_bucket_public_write_acl,Ensure there are no S3 buckets writable by Everyone or Any AWS customer.,Ensure there are no S3 buckets writable by Everyone or Any AWS customer.,Even if you enable all possible bucket ACL options available in the Amazon S3 console the ACL alone does not allow everyone to download objects from your bucket. Depending on which option you select any user could perform some actions.
s3_bucket_secure_transport_policy,Check if S3 buckets have secure transport policy.,Check if S3 buckets have secure transport policy.,"If HTTPS is not enforced on the bucket policy, communication between clients and S3 buckets can use unencrypted HTTP. As a result, sensitive information could be transmitted in clear text over the network or internet."
s3_bucket_server_access_logging_enabled,Check if S3 buckets have server access logging enabled,Check if S3 buckets have server access logging enabled,"Server access logs can assist you in security and access audits, help you learn about your customer base, and understand your Amazon S3 bill."
s3_multi_region_access_point_public_access_block,Block Public Access Settings enabled on Multi Region Access Points.,Ensures that public access is blocked on S3 Access Points.,"Leaving S3 multi region access points open to the public in AWS can lead to data exposure, breaches, compliance violations, unauthorized access, and data integrity issues."
sagemaker_endpoint_config_prod_variant_instances,SageMaker endpoint production variants should have at least two initial instances,This control checks whether production variants of an Amazon SageMaker endpoint have an initial instance count greater than 1. A single instance creates a single point of failure and reduces availability.,"Having only one instance for a SageMaker endpoint production variant can lead to reduced availability, single points of failure, and slow recovery during incidents, especially if the instance becomes unavailable due to failure or security incidents."
sagemaker_models_network_isolation_enabled,Check if Amazon SageMaker Models have network isolation enabled,Check if Amazon SageMaker Models have network isolation enabled,This could provide an avenue for unauthorized access to your data.
sagemaker_models_vpc_settings_configured,Check if Amazon SageMaker Models have VPC settings configured,Check if Amazon SageMaker Models have VPC settings configured,This could provide an avenue for unauthorized access to your data.
sagemaker_notebook_instance_encryption_enabled,Check if Amazon SageMaker Notebook instances have data encryption enabled,Check if Amazon SageMaker Notebook instances have data encryption enabled,Data exfiltration could happen if information is not protected. KMS keys provide additional security level to IAM policies.
sagemaker_notebook_instance_root_access_disabled,Check if Amazon SageMaker Notebook instances have root access disabled,Check if Amazon SageMaker Notebook instances have root access disabled,"Users with root access have administrator privileges, users can access and edit all files on a notebook instance with root access enabled"
sagemaker_notebook_instance_vpc_settings_configured,Check if Amazon SageMaker Notebook instances have VPC settings configured,Check if Amazon SageMaker Notebook instances have VPC settings configured,This could provide an avenue for unauthorized access to your data.
sagemaker_notebook_instance_without_direct_internet_access_configured,Check if Amazon SageMaker Notebook instances have direct internet access,Check if Amazon SageMaker Notebook instances have direct internet access,This could provide an avenue for unauthorized access to your data.
sagemaker_training_jobs_intercontainer_encryption_enabled,Check if Amazon SageMaker Training jobs have intercontainer encryption enabled,Check if Amazon SageMaker Training jobs have intercontainer encryption enabled,If not restricted unintended access could happen.
sagemaker_training_jobs_network_isolation_enabled,Check if Amazon SageMaker Training jobs have network isolation enabled,Check if Amazon SageMaker Training jobs have network isolation enabled,This could provide an avenue for unauthorized access to your data.
sagemaker_training_jobs_volume_and_output_encryption_enabled,Check if Amazon SageMaker Training jobs have volume and output with KMS encryption enabled,Check if Amazon SageMaker Training jobs have volume and output with KMS encryption enabled,Data exfiltration could happen if information is not protected. KMS keys provide additional security level to IAM policies.
sagemaker_training_jobs_vpc_settings_configured,Check if Amazon SageMaker Training job have VPC settings configured.,Check if Amazon SageMaker Training job have VPC settings configured.,This could provide an avenue for unauthorized access to your data.
scheduler_bind_address,Ensure that the --bind-address argument is set to 127.0.0.1 for the Scheduler,This check ensures that the Kubernetes Scheduler is bound to the loopback address (127.0.0.1) to minimize the cluster's attack surface. Binding to the loopback address prevents unauthorized network access to the Scheduler's health and metrics information.,Binding the Scheduler to a non-loopback address exposes sensitive health and metrics information without authentication or encryption.
scheduler_profiling,Ensure that the --profiling argument is set to false,"Disable profiling in the Kubernetes Scheduler unless it is needed for troubleshooting. Profiling can reveal detailed system and application performance data, which might be exploited if exposed. Turning off profiling reduces the potential attack surface and performance overhead.","While profiling is useful for identifying performance issues, it generates detailed data that could potentially expose sensitive information about the system and its performance characteristics."
secretsmanager_automatic_rotation_enabled,Check if Secrets Manager secret rotation is enabled.,Check if Secrets Manager secret rotation is enabled.,Rotating secrets minimizes exposure to attacks using stolen secrets.
secretsmanager_not_publicly_accessible,Ensure Secrets Manager secrets are not publicly accessible.,This control checks whether Secrets Manager secrets are not publicly accessible via resource policies.,Publicly accessible secrets can expose sensitive information and pose a security risk.
secretsmanager_secret_rotated_periodically,Secrets should be rotated periodically,Secrets should be rotated periodically to reduce the risk of unauthorized access.,"Rotating secrets in your AWS account reduces the risk of unauthorized access, especially for credentials like passwords or API keys. Automatic rotation via AWS Secrets Manager replaces long-term secrets with short-term ones, lowering the chances of compromise."
secretsmanager_secret_unused,Ensure secrets manager secrets are not unused,Checks whether Secrets Manager secrets are unused.,"Unused secrets can be abused by former users or leaked to unauthorized entities, increasing the risk of unauthorized access and data breaches."
securityhub_enabled,Check if Security Hub is enabled and its standard subscriptions.,Check if Security Hub is enabled and its standard subscriptions.,AWS Security Hub gives you a comprehensive view of your security alerts and security posture across your AWS accounts.
servicecatalog_portfolio_shared_within_organization_only,Service Catalog portfolios should be shared within an AWS organization only,This control checks whether AWS Service Catalog shares portfolios within an organization when the integration with AWS Organizations is enabled. The control fails if portfolios aren't shared within an organization.,"Sharing Service Catalog portfolios outside of an organization may result in access granted to unintended AWS accounts, potentially exposing sensitive resources."
ses_identity_not_publicly_accessible,Ensure that SES identities are not publicly accessible,This control checks whether SES identities are not publicly accessible via resource policies.,"Publicly accessible SES identities can allow unauthorized email sending or receiving, leading to potential abuse or phishing attacks."
shield_advanced_protection_in_associated_elastic_ips,Check if Elastic IP addresses with associations are protected by AWS Shield Advanced.,Check if Elastic IP addresses with associations are protected by AWS Shield Advanced.,AWS Shield Advanced provides expanded DDoS attack protection for your resources.
shield_advanced_protection_in_classic_load_balancers,Check if Classic Load Balancers are protected by AWS Shield Advanced.,Check if Classic Load Balancers are protected by AWS Shield Advanced.,AWS Shield Advanced provides expanded DDoS attack protection for your resources.
shield_advanced_protection_in_cloudfront_distributions,Check if Cloudfront distributions are protected by AWS Shield Advanced.,Check if Cloudfront distributions are protected by AWS Shield Advanced.,AWS Shield Advanced provides expanded DDoS attack protection for your resources.
shield_advanced_protection_in_global_accelerators,Check if Global Accelerators are protected by AWS Shield Advanced.,Check if Global Accelerators are protected by AWS Shield Advanced.,AWS Shield Advanced provides expanded DDoS attack protection for your resources.
shield_advanced_protection_in_internet_facing_load_balancers,Check if internet-facing Application Load Balancers are protected by AWS Shield Advanced.,Check if internet-facing Application Load Balancers are protected by AWS Shield Advanced.,AWS Shield Advanced provides expanded DDoS attack protection for your resources.
shield_advanced_protection_in_route53_hosted_zones,Check if Route53 hosted zones are protected by AWS Shield Advanced.,Check if Route53 hosted zones are protected by AWS Shield Advanced.,AWS Shield Advanced provides expanded DDoS attack protection for your resources.
sns_subscription_not_using_http_endpoints,Ensure there are no SNS subscriptions using HTTP endpoints,Ensure there are no SNS subscriptions using HTTP endpoints,"When you use HTTPS, messages are automatically encrypted during transit, even if the SNS topic itself isn't encrypted. Without HTTPS, a network-based attacker can eavesdrop on network traffic or manipulate it using an attack such as man-in-the-middle."
sns_topics_kms_encryption_at_rest_enabled,Ensure there are no SNS Topics unencrypted,Ensure there are no SNS Topics unencrypted,If not enabled sensitive information at rest is not protected.
sns_topics_not_publicly_accessible,Check if SNS topics have policy set as Public,Check if SNS topics have policy set as Public,Publicly accessible services could expose sensitive data to bad actors.
sqs_queues_not_publicly_accessible,Check if SQS queues have policy set as Public,Check if SQS queues have policy set as Public,Sensitive information could be disclosed
sqs_queues_server_side_encryption_enabled,Check if SQS queues have Server Side Encryption enabled,Check if SQS queues have Server Side Encryption enabled,If not enabled sensitive information in transit is not protected.
ssm_document_secrets,Find secrets in SSM Documents.,Find secrets in SSM Documents.,Secrets hardcoded into SSM Documents by malware and bad actors to gain lateral access to other services.
ssm_documents_set_as_public,Check if there are SSM Documents set as public.,Check if there are SSM Documents set as public.,SSM Documents may contain private information or even secrets and tokens.
ssm_managed_compliant_patching,Check if EC2 instances managed by Systems Manager are compliant with patching requirements.,Check if EC2 instances managed by Systems Manager are compliant with patching requirements.,Without the most recent security patches your system is potentially vulnerable to cyberattacks. Even the best-designed software can not anticipate every future threat to cybersecurity. Poor patch management can leave an organizations data exposed subjecting them to malware and ransomware attacks.
ssmincidents_enabled_with_plans,Ensure SSM Incidents is enabled with response plans.,Ensure SSM Incidents is enabled with response plans.,"Not having SSM Incidents enabled can increase the risk of delayed detection and response to security incidents, unauthorized access, limited visibility into incidents and vulnerabilities"
